BookID,STATE,SUBSTATE
159162,Arizona,Arizona
174194,New York,New York
143373,New Hampshire,New Hampshire
159721,New Hampshire,New Hampshire
163843,Oklahoma,Oklahoma
146071,Connecticut,Connecticut
149682,Georgia,Georgia
146060,Nebraska,Nebraska
146079,South Carolina,South Carolina
113111,Texas,Houston
100075,North Carolina,North Carolina
170462,Oregon,Oregon
153115,Pennsylvania,Pennsylvania
126341,Maryland,Maryland
139496,Illinois,Illinois
128326,Oregon,Oregon
137210,Florida,Miami
155817,Alabama,Alabama
150598,New York,New York
124875,South Carolina,South Carolina
171049,Ohio,Ohio
107108,Texas,Houston
129365,Oregon,Oregon
113187,North Carolina,North Carolina
108120,Rhode Island,Rhode Island
138107,Idaho,Idaho
141082,West Virginia,West Virginia
140246,Oregon,Oregon
118669,Georgia,Georgia
107489,Alabama,Alabama
160435,Kentucky,Kentucky
164031,California,Los Angeles
130546,California,Orange
106135,California,Los Angeles
153063,Mississippi,Mississippi
162837,Colorado,Colorado
133160,California,Orange
155185,California,San Diego
150533,Florida,Orlando
103521,Maine,Maine
100382,Connecticut,Connecticut
112788,California,Orange
151160,Mississippi,Mississippi
153762,New Jersey,New Jersey
119119,Mississippi,Mississippi
112160,Connecticut,Connecticut
139444,Alabama,Alabama
165850,Maine,Maine
167790,California,Orange
128687,Arkansas,Arkansas
178342,California,San Bernardino
145082,New Hampshire,New Hampshire
141139,Maine,Maine
148464,Iowa,Iowa
176950,Texas,San Antonio
128129,Hawaii,Hawaii
148870,Arizona,Arizona
101961,Pennsylvania,Pennsylvania
164937,California,Los Angeles
121582,Oregon,Oregon
127202,Maryland,Maryland
161899,Texas,San Antonio
118552,Michigan,Michigan
105940,New Mexico,New Mexico
152834,Oklahoma,Oklahoma
114893,California,Santa Clara
117261,Virginia,Virginia
155509,California,Orange
178138,Massachusetts,Massachusetts
162785,New Jersey,New Jersey
153063,South Carolina,South Carolina
175985,Florida,Miami
168130,Colorado,Colorado
107877,Kentucky,Kentucky
138107,California,San Bernardino
163768,Missouri,Missouri
155602,Colorado,Colorado
174622,Connecticut,Connecticut
129618,Maryland,Maryland
130409,Iowa,Iowa
125554,Hawaii,Hawaii
133793,South Dakota,South Dakota
142811,California,Riverside
143478,Wisconsin,Wisconsin
164629,Alabama,Alabama
154389,Connecticut,Connecticut
145060,Maryland,Maryland
129365,Connecticut,Connecticut
171175,California,San Bernardino
154059,California,Orange
100201,Illinois,Illinois
144405,South Carolina,South Carolina
123549,Oregon,Oregon
112924,Oregon,Oregon
139601,Indiana,Indiana
146810,Idaho,Idaho
175383,Illinois,Illinois
178274,Iowa,Iowa
145955,Utah,Utah
168229,Oregon,Oregon
114574,California,San Bernardino
131750,Montana,Montana
107372,Kentucky,Kentucky
150833,Indiana,Indiana
157945,California,San Bernardino
171953,Tennessee,Tennessee
109388,Virginia,Virginia
179855,Michigan,Michigan
127557,California,San Diego
110484,West Virginia,West Virginia
139147,California,Santa Clara
120702,Georgia,Georgia
124625,North Carolina,North Carolina
103636,Rhode Island,Rhode Island
160760,West Virginia,West Virginia
139582,Georgia,Georgia
103028,Montana,Montana
108580,California,Orange
116373,Virginia,Virginia
126326,Illinois,Illinois
157123,California,San Bernardino
143596,New Mexico,New Mexico
172451,Ohio,Ohio
152834,Indiana,Indiana
152461,Oregon,Oregon
151182,Georgia,Georgia
159411,Illinois,Illinois
173561,Idaho,Idaho
133525,Louisiana,Louisiana
130014,Oregon,Oregon
132942,Nebraska,Nebraska
153092,Virginia,Virginia
142023,Michigan,Michigan
162901,Ohio,Ohio
126018,Colorado,Colorado
122114,California,Orange
155579,Massachusetts,Massachusetts
129631,Oregon,Oregon
147158,California,Orange
129637,Tennessee,Tennessee
128255,California,Alameda
173979,Colorado,Colorado
151734,Ohio,Ohio
154125,South Dakota,South Dakota
129133,Kansas,Kansas
135321,North Carolina,North Carolina
168551,Tennessee,Tennessee
119861,California,San Bernardino
105436,Puerto Rico,Puerto Rico
127652,Indiana,Indiana
103940,South Dakota,South Dakota
150326,New York,New York
107461,Indiana,Indiana
145955,California,Riverside
168809,South Carolina,South Carolina
127378,California,Riverside
162747,Tennessee,Tennessee
112924,Iowa,Iowa
111351,Georgia,Georgia
165858,Puerto Rico,Puerto Rico
139987,New York,New York
150603,Alabama,Alabama
178503,West Virginia,West Virginia
150158,Colorado,Colorado
132728,Virginia,Virginia
115046,California,Santa Clara
160692,West Virginia,West Virginia
131871,Florida,Orlando
179566,South Dakota,South Dakota
113782,California,Riverside
144974,South Carolina,South Carolina
129269,Maryland,Maryland
149884,Missouri,Missouri
108369,New Mexico,New Mexico
137197,California,Riverside
143183,New York,New York
122269,Texas,San Antonio
142866,Georgia,Georgia
108240,Texas,Houston
124932,Illinois,Illinois
112861,Colorado,Colorado
179153,New York,New York
152526,Idaho,Idaho
107108,Hawaii,Hawaii
127193,Idaho,Idaho
162210,South Carolina,South Carolina
137670,Hawaii,Hawaii
173839,California,San Diego
103636,Virginia,Virginia
153750,Washington,Washington
119832,Missouri,Missouri
149500,Missouri,Missouri
176950,Louisiana,Louisiana
130404,Florida,Orlando
173979,Idaho,Idaho
170569,South Carolina,South Carolina
125433,Ohio,Ohio
129769,California,Los Angeles
128314,Rhode Island,Rhode Island
132497,Oregon,Oregon
118732,Florida,Orlando
130241,California,Santa Clara
167798,California,Alameda
121646,New York,New York
160307,Indiana,Indiana
145637,Washington,Washington
103259,Connecticut,Connecticut
143335,Indiana,Indiana
118603,California,San Diego
134272,Washington,Washington
127955,South Dakota,South Dakota
153356,New York,New York
117518,California,Alameda
139856,California,San Bernardino
156315,Rhode Island,Rhode Island
136063,Florida,Miami
141106,South Dakota,South Dakota
160766,Alabama,Alabama
114591,California,San Bernardino
121920,Florida,Miami
103853,Texas,Houston
138153,Minnesota,Minnesota
172503,Tennessee,Tennessee
142920,California,Santa Clara
166455,West Virginia,West Virginia
161780,Indiana,Indiana
100632,Texas,Houston
171567,California,Riverside
161865,Oklahoma,Oklahoma
101175,Nebraska,Nebraska
111415,California,San Bernardino
126693,Montana,Montana
128968,California,Los Angeles
160898,North Carolina,North Carolina
107489,Georgia,Georgia
104625,Arizona,Arizona
119374,Missouri,Missouri
174317,California,Santa Clara
174110,Colorado,Colorado
126693,Utah,Utah
121876,New York,New York
153014,Kentucky,Kentucky
150533,Iowa,Iowa
154939,North Carolina,North Carolina
106047,Alabama,Alabama
115460,Florida,Orlando
120507,Idaho,Idaho
115842,Pennsylvania,Pennsylvania
137776,New York,New York
145233,Massachusetts,Massachusetts
119681,Mississippi,Mississippi
144054,California,San Diego
109399,Michigan,Michigan
146901,Wisconsin,Wisconsin
156981,California,Alameda
159547,Puerto Rico,Puerto Rico
136183,Nevada,Nevada
138153,Hawaii,Hawaii
118280,Virginia,Virginia
131983,Indiana,Indiana
162837,Minnesota,Minnesota
167790,Montana,Montana
162950,California,Orange
150833,Idaho,Idaho
130505,Michigan,Michigan
157350,Minnesota,Minnesota
106006,California,Los Angeles
111925,Puerto Rico,Puerto Rico
106620,Virginia,Virginia
168015,Tennessee,Tennessee
119563,Colorado,Colorado
151901,South Dakota,South Dakota
112407,Wisconsin,Wisconsin
122269,Wisconsin,Wisconsin
108136,New Hampshire,New Hampshire
133391,Florida,Miami
132745,Wisconsin,Wisconsin
136552,Texas,Houston
158016,California,Orange
159439,Puerto Rico,Puerto Rico
110070,Louisiana,Louisiana
105436,Washington,Washington
139297,California,San Bernardino
105403,Arizona,Arizona
175805,Florida,Miami
135168,California,Los Angeles
170230,Oregon,Oregon
104483,California,Santa Clara
121906,Ohio,Ohio
157005,Texas,Houston
179141,New Hampshire,New Hampshire
119228,Arkansas,Arkansas
138507,Massachusetts,Massachusetts
170788,Delaware,Delaware
179309,Nebraska,Nebraska
123290,California,San Bernardino
120640,Virginia,Virginia
128722,Oklahoma,Oklahoma
126752,Connecticut,Connecticut
144317,Rhode Island,Rhode Island
152957,Louisiana,Louisiana
120227,New Mexico,New Mexico
114713,Colorado,Colorado
138107,Maine,Maine
170462,Ohio,Ohio
146128,New York,New York
120273,New Jersey,New Jersey
136063,New Jersey,New Jersey
158174,Kentucky,Kentucky
127214,New York,New York
106831,South Dakota,South Dakota
133101,Virginia,Virginia
104689,Utah,Utah
150279,Florida,Miami
144235,California,Alameda
120088,Michigan,Michigan
120702,Virginia,Virginia
132118,Texas,Houston
100118,Washington,Washington
174564,Montana,Montana
125298,Georgia,Georgia
110484,Florida,Miami
176950,Nebraska,Nebraska
141051,California,Alameda
154701,Louisiana,Louisiana
138507,Rhode Island,Rhode Island
155190,Minnesota,Minnesota
139238,Ohio,Ohio
114965,South Dakota,South Dakota
172421,California,San Bernardino
103725,Michigan,Michigan
177931,Massachusetts,Massachusetts
158183,Nevada,Nevada
100382,Nebraska,Nebraska
159263,California,San Diego
145355,Utah,Utah
158317,Tennessee,Tennessee
130098,Michigan,Michigan
152957,Oklahoma,Oklahoma
154718,Tennessee,Tennessee
179855,Iowa,Iowa
162201,Texas,San Antonio
146060,Arizona,Arizona
152531,Georgia,Georgia
152437,Ohio,Ohio
142544,Alabama,Alabama
107489,South Carolina,South Carolina
167265,Utah,Utah
127955,Connecticut,Connecticut
142477,Rhode Island,Rhode Island
102213,California,Riverside
121582,New Hampshire,New Hampshire
149034,Massachusetts,Massachusetts
122842,North Carolina,North Carolina
137435,Connecticut,Connecticut
149074,Nevada,Nevada
119192,Delaware,Delaware
102777,Hawaii,Hawaii
111121,Texas,San Antonio
151319,Puerto Rico,Puerto Rico
137224,Arkansas,Arkansas
150522,South Dakota,South Dakota
109297,Nevada,Nevada
177754,Louisiana,Louisiana
140810,Hawaii,Hawaii
105732,Nevada,Nevada
178013,Pennsylvania,Pennsylvania
160624,Texas,Houston
134184,Indiana,Indiana
161201,Mississippi,Mississippi
145955,New Jersey,New Jersey
146681,Hawaii,Hawaii
134871,Texas,Houston
134563,California,Riverside
107714,Pennsylvania,Pennsylvania
111738,Florida,Orlando
163629,California,San Bernardino
165149,Georgia,Georgia
149500,Maryland,Maryland
112581,California,Santa Clara
136803,Hawaii,Hawaii
163577,Texas,Houston
116140,California,San Diego
146314,Georgia,Georgia
110944,Indiana,Indiana
123680,Colorado,Colorado
165189,California,San Bernardino
146410,North Carolina,North Carolina
177120,South Carolina,South Carolina
137435,Alabama,Alabama
104396,New Mexico,New Mexico
179855,Pennsylvania,Pennsylvania
155249,Washington,Washington
158378,California,Orange
117746,Michigan,Michigan
113299,Mississippi,Mississippi
115901,Virginia,Virginia
123718,West Virginia,West Virginia
101604,Hawaii,Hawaii
121920,Georgia,Georgia
132728,Alabama,Alabama
160435,Montana,Montana
163191,Wisconsin,Wisconsin
178369,California,Santa Clara
131871,Georgia,Georgia
145534,New Jersey,New Jersey
178616,Michigan,Michigan
118703,Kansas,Kansas
154865,California,Riverside
113242,California,Alameda
144673,North Carolina,North Carolina
113455,Puerto Rico,Puerto Rico
106910,Pennsylvania,Pennsylvania
137895,Nevada,Nevada
132069,Louisiana,Louisiana
104625,Hawaii,Hawaii
165149,New Hampshire,New Hampshire
176877,New Jersey,New Jersey
156546,South Dakota,South Dakota
161201,Maryland,Maryland
143864,Florida,Orlando
152724,Georgia,Georgia
119989,Nebraska,Nebraska
141719,New York,New York
166455,Texas,Houston
148477,Wisconsin,Wisconsin
144950,Michigan,Michigan
138372,Colorado,Colorado
130457,California,San Diego
154696,Wisconsin,Wisconsin
161565,New Jersey,New Jersey
147512,Georgia,Georgia
134304,Indiana,Indiana
149972,Nevada,Nevada
130460,New Mexico,New Mexico
130253,South Carolina,South Carolina
163978,North Carolina,North Carolina
108528,North Carolina,North Carolina
103669,California,San Bernardino
167597,Pennsylvania,Pennsylvania
102231,Louisiana,Louisiana
155579,Minnesota,Minnesota
170586,Colorado,Colorado
134452,Georgia,Georgia
146004,California,Los Angeles
109177,California,Los Angeles
158665,Florida,Miami
103210,Pennsylvania,Pennsylvania
133713,California,Riverside
138107,Maryland,Maryland
126693,California,San Bernardino
123680,Pennsylvania,Pennsylvania
150533,Ohio,Ohio
107891,Ohio,Ohio
150973,Connecticut,Connecticut
146446,California,Riverside
159179,Maine,Maine
168178,New Jersey,New Jersey
172602,Indiana,Indiana
159926,Washington,Washington
157709,California,San Diego
150362,Puerto Rico,Puerto Rico
121582,Mississippi,Mississippi
160350,Arizona,Arizona
140059,Florida,Orlando
111924,New Jersey,New Jersey
116271,New York,New York
145534,Maine,Maine
143207,Wisconsin,Wisconsin
164909,California,Santa Clara
150403,Oklahoma,Oklahoma
156981,Ohio,Ohio
164031,Georgia,Georgia
108032,Tennessee,Tennessee
123350,California,San Diego
177774,Texas,San Antonio
106490,Nevada,Nevada
104996,Ohio,Ohio
152395,Pennsylvania,Pennsylvania
122788,Colorado,Colorado
140088,Iowa,Iowa
134428,South Carolina,South Carolina
132728,South Carolina,South Carolina
122817,California,San Bernardino
161697,California,Orange
111909,Montana,Montana
160188,Florida,Miami
168229,Maine,Maine
156683,Rhode Island,Rhode Island
138704,California,Los Angeles
155420,California,San Bernardino
156402,Michigan,Michigan
138120,South Carolina,South Carolina
141745,Connecticut,Connecticut
169161,California,Los Angeles
167265,Arkansas,Arkansas
151468,Delaware,Delaware
140822,California,Orange
179566,Minnesota,Minnesota
175383,West Virginia,West Virginia
129001,Ohio,Ohio
128265,Virginia,Virginia
175247,California,Santa Clara
105116,New Mexico,New Mexico
163169,California,San Bernardino
139444,Texas,Houston
144498,Texas,Houston
130896,Texas,San Antonio
122472,Alabama,Alabama
105620,New York,New York
173533,Nebraska,Nebraska
106969,Nevada,Nevada
153356,Florida,Miami
143458,Montana,Montana
143573,Rhode Island,Rhode Island
114461,Oregon,Oregon
163130,Missouri,Missouri
121920,Florida,Orlando
158404,Nevada,Nevada
168282,Virginia,Virginia
176575,Texas,Houston
103442,South Carolina,South Carolina
153696,California,Alameda
135753,Washington,Washington
130505,Tennessee,Tennessee
176182,Georgia,Georgia
114574,California,San Diego
123350,Virginia,Virginia
173894,Puerto Rico,Puerto Rico
176746,Tennessee,Tennessee
174138,Tennessee,Tennessee
120912,Montana,Montana
147915,Kansas,Kansas
110637,Florida,Miami
173685,New Jersey,New Jersey
157022,Massachusetts,Massachusetts
170788,Florida,Miami
169524,Washington,Washington
130457,Oklahoma,Oklahoma
123284,Louisiana,Louisiana
150522,Massachusetts,Massachusetts
118745,California,Riverside
112124,Tennessee,Tennessee
138560,California,Los Angeles
179418,California,Alameda
154395,Rhode Island,Rhode Island
166649,Colorado,Colorado
101853,Florida,Miami
174251,Rhode Island,Rhode Island
144801,California,Los Angeles
168381,South Carolina,South Carolina
168194,Florida,Miami
139294,Minnesota,Minnesota
156981,Florida,Miami
112248,South Dakota,South Dakota
149866,Oregon,Oregon
165850,Wisconsin,Wisconsin
164031,Virginia,Virginia
106620,Colorado,Colorado
107489,Arizona,Arizona
132988,California,Orange
176459,California,Alameda
154980,Connecticut,Connecticut
142023,Montana,Montana
160101,Oregon,Oregon
138878,Maine,Maine
140429,New Hampshire,New Hampshire
111335,Kansas,Kansas
155721,Florida,Miami
140596,Texas,Houston
160262,New York,New York
156676,Maryland,Maryland
121018,South Dakota,South Dakota
135346,Wisconsin,Wisconsin
140321,California,Los Angeles
110194,Maryland,Maryland
161877,Puerto Rico,Puerto Rico
117644,Utah,Utah
174974,Kentucky,Kentucky
120661,Montana,Montana
131655,Tennessee,Tennessee
110944,Idaho,Idaho
175383,Pennsylvania,Pennsylvania
101931,Virginia,Virginia
159750,Arizona,Arizona
168551,Iowa,Iowa
157918,California,Orange
141430,Utah,Utah
155721,Pennsylvania,Pennsylvania
154413,California,San Bernardino
114362,California,Los Angeles
141983,Arkansas,Arkansas
102380,Georgia,Georgia
126211,Nebraska,Nebraska
112846,California,Alameda
105968,New York,New York
141878,Maryland,Maryland
142045,Texas,Houston
129480,Pennsylvania,Pennsylvania
141407,California,San Diego
100442,Kansas,Kansas
116007,Oklahoma,Oklahoma
131709,Colorado,Colorado
112861,Kansas,Kansas
121318,Illinois,Illinois
177931,Montana,Montana
113819,Alabama,Alabama
146079,Kansas,Kansas
107517,Idaho,Idaho
104018,New Jersey,New Jersey
145948,Illinois,Illinois
136671,Georgia,Georgia
161201,Florida,Orlando
135898,California,Alameda
119989,Minnesota,Minnesota
146096,Minnesota,Minnesota
110806,Florida,Miami
170230,Iowa,Iowa
173487,Florida,Miami
106617,California,Orange
145637,Minnesota,Minnesota
150318,Ohio,Ohio
146612,Nevada,Nevada
156421,Mississippi,Mississippi
162961,North Carolina,North Carolina
139991,Virginia,Virginia
100312,Iowa,Iowa
148776,Hawaii,Hawaii
157945,Georgia,Georgia
176283,North Carolina,North Carolina
159730,California,Santa Clara
176660,Kentucky,Kentucky
128968,Tennessee,Tennessee
159022,Washington,Washington
153553,Hawaii,Hawaii
103514,California,San Bernardino
151695,South Carolina,South Carolina
121318,Hawaii,Hawaii
150892,California,Santa Clara
148870,Delaware,Delaware
146159,Oklahoma,Oklahoma
107177,North Carolina,North Carolina
101726,Idaho,Idaho
140353,California,Alameda
178503,Delaware,Delaware
134641,Missouri,Missouri
168066,Illinois,Illinois
145580,Texas,Houston
145697,Florida,Orlando
171961,Virginia,Virginia
161376,Texas,San Antonio
151127,Idaho,Idaho
109992,New Hampshire,New Hampshire
126063,Wisconsin,Wisconsin
104901,Texas,San Antonio
119192,Washington,Washington
152501,New Hampshire,New Hampshire
179855,Idaho,Idaho
112488,Arkansas,Arkansas
130876,Oklahoma,Oklahoma
130373,Michigan,Michigan
154756,Washington,Washington
151835,Utah,Utah
162522,Delaware,Delaware
168913,Michigan,Michigan
134261,Nevada,Nevada
120917,Iowa,Iowa
119563,Michigan,Michigan
162522,Pennsylvania,Pennsylvania
111987,Minnesota,Minnesota
155931,Virginia,Virginia
107407,Oregon,Oregon
109279,Oklahoma,Oklahoma
163768,Nevada,Nevada
115112,California,Alameda
109231,Georgia,Georgia
175052,California,Orange
163895,Missouri,Missouri
128177,New York,New York
164031,South Carolina,South Carolina
139987,New Jersey,New Jersey
118410,California,San Bernardino
122114,North Carolina,North Carolina
178540,Louisiana,Louisiana
147261,Wisconsin,Wisconsin
138981,California,Orange
133263,Florida,Miami
150780,Florida,Miami
150362,California,Los Angeles
163267,California,Alameda
138904,New York,New York
113051,North Carolina,North Carolina
121574,California,Los Angeles
153931,California,San Diego
137197,Nevada,Nevada
153356,Michigan,Michigan
140447,California,Los Angeles
168066,Virginia,Virginia
167630,Florida,Miami
101604,California,San Bernardino
164956,Tennessee,Tennessee
143089,California,San Bernardino
104689,New Mexico,New Mexico
167365,Indiana,Indiana
134452,Wisconsin,Wisconsin
112924,Hawaii,Hawaii
160766,Rhode Island,Rhode Island
102671,California,Riverside
101076,Louisiana,Louisiana
102986,Oregon,Oregon
160435,Iowa,Iowa
105803,Connecticut,Connecticut
165783,Oklahoma,Oklahoma
159420,Texas,San Antonio
141204,Michigan,Michigan
142460,Maine,Maine
169208,California,San Bernardino
126082,Virginia,Virginia
114713,Maryland,Maryland
176511,Kansas,Kansas
158404,Washington,Washington
100382,Ohio,Ohio
106316,Louisiana,Louisiana
132397,California,Alameda
160211,Illinois,Illinois
169243,North Carolina,North Carolina
133835,Michigan,Michigan
132979,Alabama,Alabama
106032,Alabama,Alabama
178711,Nebraska,Nebraska
109329,Texas,Houston
140447,New York,New York
100382,West Virginia,West Virginia
145082,Ohio,Ohio
103636,Ohio,Ohio
132979,Montana,Montana
173200,Texas,San Antonio
130337,Florida,Miami
138943,Indiana,Indiana
112083,Texas,Houston
134261,Iowa,Iowa
139109,Minnesota,Minnesota
160760,Indiana,Indiana
136429,Colorado,Colorado
176681,Delaware,Delaware
103636,North Carolina,North Carolina
100382,New Jersey,New Jersey
155795,Georgia,Georgia
148870,Michigan,Michigan
100264,Tennessee,Tennessee
169517,Louisiana,Louisiana
154389,California,Los Angeles
109231,Utah,Utah
129121,California,Los Angeles
153572,Utah,Utah
137158,California,San Bernardino
103058,Rhode Island,Rhode Island
135168,Missouri,Missouri
130390,California,San Diego
175021,Wisconsin,Wisconsin
126756,Wisconsin,Wisconsin
179048,California,Alameda
179926,Ohio,Ohio
172451,Kentucky,Kentucky
156078,Massachusetts,Massachusetts
122429,Texas,Houston
128314,Arizona,Arizona
161373,New Jersey,New Jersey
128687,Missouri,Missouri
111738,California,Santa Clara
139444,New Mexico,New Mexico
101948,Connecticut,Connecticut
148114,South Carolina,South Carolina
171644,Massachusetts,Massachusetts
173487,California,San Diego
148114,Texas,San Antonio
143801,Michigan,Michigan
122842,California,Santa Clara
128314,Tennessee,Tennessee
157796,Nebraska,Nebraska
174378,Illinois,Illinois
150571,Arkansas,Arkansas
140088,New Hampshire,New Hampshire
116561,Maryland,Maryland
124591,California,Santa Clara
173786,Massachusetts,Massachusetts
118679,Utah,Utah
119466,South Carolina,South Carolina
177120,Wisconsin,Wisconsin
104940,Iowa,Iowa
165150,North Carolina,North Carolina
174974,Iowa,Iowa
168727,North Carolina,North Carolina
114133,New York,New York
173265,Wisconsin,Wisconsin
139662,Kansas,Kansas
179663,Alabama,Alabama
128293,Louisiana,Louisiana
125259,Florida,Miami
122053,Illinois,Illinois
151356,North Carolina,North Carolina
152109,Iowa,Iowa
174000,Oklahoma,Oklahoma
128852,Nevada,Nevada
169672,Illinois,Illinois
153676,Missouri,Missouri
106032,Arizona,Arizona
154530,Minnesota,Minnesota
131709,California,Orange
134622,Kansas,Kansas
154653,Missouri,Missouri
101604,Indiana,Indiana
119374,North Carolina,North Carolina
165331,Mississippi,Mississippi
125554,Montana,Montana
160760,Nebraska,Nebraska
129475,Montana,Montana
119374,Tennessee,Tennessee
107942,Minnesota,Minnesota
102986,Puerto Rico,Puerto Rico
120023,Georgia,Georgia
165815,Virginia,Virginia
118703,Montana,Montana
145419,Wisconsin,Wisconsin
176861,New Hampshire,New Hampshire
155602,Hawaii,Hawaii
159086,Texas,Houston
175383,Massachusetts,Massachusetts
126349,Utah,Utah
145082,Alabama,Alabama
127378,Alabama,Alabama
115293,California,Los Angeles
125368,Washington,Washington
164275,Alabama,Alabama
103940,Illinois,Illinois
152182,California,San Diego
112072,Maryland,Maryland
178311,Florida,Orlando
146071,Michigan,Michigan
111131,California,San Diego
121578,Florida,Miami
166422,Texas,San Antonio
154737,Virginia,Virginia
117405,Massachusetts,Massachusetts
150804,Kansas,Kansas
172451,Massachusetts,Massachusetts
135237,Colorado,Colorado
134977,Utah,Utah
160284,California,San Diego
166133,Florida,Orlando
132332,California,San Diego
161376,Montana,Montana
131593,Indiana,Indiana
117651,Indiana,Indiana
124410,California,San Diego
141204,South Dakota,South Dakota
155509,Illinois,Illinois
116025,Pennsylvania,Pennsylvania
103690,North Carolina,North Carolina
174285,California,Alameda
155982,California,San Bernardino
146214,Michigan,Michigan
124840,Tennessee,Tennessee
105383,California,Alameda
175383,Ohio,Ohio
168178,Florida,Miami
175551,California,San Bernardino
151422,Kansas,Kansas
133834,Idaho,Idaho
117021,California,San Diego
164397,North Carolina,North Carolina
171279,California,San Diego
149283,Utah,Utah
159350,South Carolina,South Carolina
149500,Pennsylvania,Pennsylvania
123680,Texas,Houston
176427,Florida,Miami
139771,Michigan,Michigan
125467,Maine,Maine
146533,Florida,Miami
141983,Pennsylvania,Pennsylvania
118751,Missouri,Missouri
112160,Iowa,Iowa
148004,Michigan,Michigan
130337,Nevada,Nevada
140679,Oklahoma,Oklahoma
157005,Louisiana,Louisiana
151734,Oklahoma,Oklahoma
159113,Wisconsin,Wisconsin
127955,North Carolina,North Carolina
132710,Puerto Rico,Puerto Rico
170569,California,San Bernardino
138375,Colorado,Colorado
100395,New York,New York
168509,Oklahoma,Oklahoma
126693,Maryland,Maryland
159750,Pennsylvania,Pennsylvania
120438,Minnesota,Minnesota
103974,Texas,Houston
168428,Nevada,Nevada
126986,Arizona,Arizona
160760,Oklahoma,Oklahoma
118014,Washington,Washington
124003,Illinois,Illinois
157710,Kansas,Kansas
152614,Kentucky,Kentucky
140679,Idaho,Idaho
138507,Florida,Orlando
156421,Indiana,Indiana
148761,Missouri,Missouri
134053,California,Riverside
160089,Maine,Maine
128435,Massachusetts,Massachusetts
113356,Texas,Houston
119723,Illinois,Illinois
148229,Nevada,Nevada
145249,Iowa,Iowa
108933,New Jersey,New Jersey
112731,Colorado,Colorado
128076,Illinois,Illinois
145919,Pennsylvania,Pennsylvania
160307,Michigan,Michigan
175247,Maine,Maine
133726,Alabama,Alabama
114428,Mississippi,Mississippi
155579,Ohio,Ohio
128314,Alabama,Alabama
128852,Florida,Miami
174564,Tennessee,Tennessee
137670,California,San Diego
111066,Missouri,Missouri
113786,California,San Bernardino
124840,Delaware,Delaware
103516,Iowa,Iowa
167790,Wisconsin,Wisconsin
129944,Oregon,Oregon
164629,Delaware,Delaware
162333,South Carolina,South Carolina
171714,Hawaii,Hawaii
119681,Hawaii,Hawaii
156676,Nebraska,Nebraska
110105,Kansas,Kansas
108580,Missouri,Missouri
131578,California,Santa Clara
161974,California,San Bernardino
172326,West Virginia,West Virginia
116807,California,San Diego
128549,Delaware,Delaware
136107,Louisiana,Louisiana
122077,Florida,Miami
120630,Iowa,Iowa
100080,New Jersey,New Jersey
174868,Tennessee,Tennessee
143722,Florida,Miami
111335,Florida,Miami
105436,Missouri,Missouri
132321,California,Los Angeles
111999,California,Alameda
151319,Colorado,Colorado
176602,California,Orange
111383,Georgia,Georgia
164629,South Dakota,South Dakota
117167,New York,New York
158162,California,Alameda
102986,Georgia,Georgia
127590,Iowa,Iowa
100442,South Carolina,South Carolina
106006,Tennessee,Tennessee
163474,Kentucky,Kentucky
142264,South Dakota,South Dakota
161217,Florida,Miami
150598,New Hampshire,New Hampshire
151973,New Hampshire,New Hampshire
140060,Texas,Houston
168714,Missouri,Missouri
146494,Montana,Montana
174125,Idaho,Idaho
168130,Oklahoma,Oklahoma
169784,New York,New York
127628,Ohio,Ohio
135052,California,Los Angeles
177869,Idaho,Idaho
175838,California,Orange
171644,New York,New York
150486,Arizona,Arizona
170569,New Jersey,New Jersey
135862,Michigan,Michigan
103774,Louisiana,Louisiana
178553,New Hampshire,New Hampshire
139856,Tennessee,Tennessee
163169,Virginia,Virginia
132728,California,San Bernardino
109279,South Dakota,South Dakota
152190,Illinois,Illinois
156957,Virginia,Virginia
145580,Connecticut,Connecticut
114746,Georgia,Georgia
155509,Louisiana,Louisiana
170523,California,Los Angeles
105061,New Jersey,New Jersey
105852,Tennessee,Tennessee
169472,Pennsylvania,Pennsylvania
116807,Delaware,Delaware
105061,Utah,Utah
138372,Rhode Island,Rhode Island
179855,Indiana,Indiana
156906,Texas,Houston
119247,California,San Diego
165810,Montana,Montana
132961,Texas,Houston
138052,Georgia,Georgia
126693,Nebraska,Nebraska
131709,Connecticut,Connecticut
140918,California,Alameda
101076,Florida,Miami
171827,Michigan,Michigan
121868,California,Riverside
127579,Texas,Houston
162813,California,Alameda
137466,Rhode Island,Rhode Island
103402,California,Los Angeles
145534,Wisconsin,Wisconsin
167058,California,Orange
149500,Virginia,Virginia
146810,California,Riverside
127816,Kansas,Kansas
132728,Texas,Houston
148518,Washington,Washington
150242,Michigan,Michigan
178940,North Carolina,North Carolina
150015,Mississippi,Mississippi
106558,Illinois,Illinois
145677,Texas,San Antonio
130106,Alabama,Alabama
179566,Puerto Rico,Puerto Rico
130189,Maryland,Maryland
169524,Missouri,Missouri
123290,Alabama,Alabama
167740,Florida,Miami
172602,Illinois,Illinois
164602,Rhode Island,Rhode Island
150946,Wisconsin,Wisconsin
168913,California,San Diego
120402,California,San Bernardino
166463,Idaho,Idaho
151901,Texas,San Antonio
124003,Maine,Maine
135237,California,Los Angeles
132238,Colorado,Colorado
175785,Ohio,Ohio
140088,North Carolina,North Carolina
168182,Puerto Rico,Puerto Rico
